Company,ISIN,NSE,BSE,Category
JINDAL LEASEFIN LIMITED,INE919T01013,,JLL,Small Cap
Rishabh Digha Steel And Allied Prod,INE864D01015,,RISHDIGA,Small Cap
Greencrest Financial Services Limited,INE414C01045,,GREENCREST,Small Cap
Lakshmi Overseas Industries Ltd.,INE992B01026,,LAKSHMIO,Small Cap
SBEC Systems (Ind) Ltd.,INE689V01018,,SBECSYS,Small Cap
Chrome Silicon Limited,INE114E01013,,CHROME,Small Cap
Debock Industries Ltd.,INE411Y01011,DIL,,Small Cap
Velan Hotels Ltd.,INE548D01014,,VELHO,Small Cap
DRA CONSULTANTS LIMITED,INE746V01016,,DRA,Small Cap
MPF Systems Limited,INE095E01022,,MPFSL,Small Cap
Senthil Infotek Limited,INE564B01015,,SENINFO,Small Cap
Ranjit Securities Ltd.,INE863D01017,,RANJITSE,Small Cap
Benchmark Computer Solutions Limited,INE0Q2Z01013,,BENCHMARK,Small Cap
HAMPS BIO LIMITED,INE0QBD01018,,HAMPS,Small Cap
Veer Energy & Infrastructure Limited,INE255E01030,,VEERENRGY,Small Cap
Rajasthan Petro Synthetics Ltd.,INE374C01017,,RAJSPTR,Small Cap
Olympia Industries Ltd.,INE482O01021,,OLYMPTX,Small Cap
Ashiana Ispat Limited,INE587D01012,,ASHIS,Small Cap
PANABYTE TECHNOLOGIES LIMITED,INE516E01019,,PANABYTE,Small Cap
BIL VYAPAR LIMITED,INE071A01013,BILVYAPAR,BILVYAPAR,Small Cap
Modern Steels Limited,INE001F01019,,MDRNSTL,Small Cap
H.S.India Ltd.,INE731B01010,,HOTLSILV,Small Cap
NAPS Global India Limited,INE0VNH01014,,NAPSGLOBAL,Small Cap
Abirami Financial Services (India),INE195I01013,,ABIRAFN,Small Cap
Jai Mata Glass Ltd.,INE250C01027,,JAIMATAG,Small Cap
Tulasee Bio-Ethanol Ltd.,INE276N01011,,TULASEEBIOE,Small Cap
Madhusudan Industries Ltd.,INE469C01023,,MADHUDIN,Small Cap
Marg Ltd,INE941E01019,,MARG,Small Cap
Lynx Machinery & Commercials Ltd.,INE732D01014,,LYNMC,Small Cap
Duke Offshore Ltd.,INE397G01019,,DUKEOFS,Small Cap
Vamshi Rubber Ltd.,INE380C01014,,VAMSHIRU,Small Cap
LABELKRAFT TECHNOLOGIES LIMITED,INE0NLJ01011,,LABELKRAFT,Small Cap
Samtel (India) Ltd.,INE538C01017,,SAMTELIN,Small Cap
Gajanan Securities Services Ltd.,INE868G01019,,GAJANANSEC,Small Cap
Bharat Textiles & Proofing Industri,INE201N01019,,BHATEXT,Small Cap
SHARPLINE BROADCAST LIMITED,INE647W01014,,SHARPLINE,Small Cap
PRO CLB GLOBAL LIMITED,INE438C01010,,PROCLB,Small Cap
RGF Capital Markets Limited,INE684D01025,,RGF,Small Cap
Steel Strips Infrastructures Limited,INE205F01016,,STLSTRINF,Small Cap
Rekvina Laboratories Ltd,INE092O01028,,VINRKLB,Small Cap
Gilada Finance & Investments Ltd.,INE918C01029,,GILADAFINS,Small Cap
AMIN TANNERY LIMITED,INE572Z01017,,AMINTAN,Small Cap
Transgene Biotek Ltd.,INE773D01018,,TRABI,Small Cap
Raghunath Tobacco Co. Ltd.,INE754B01012,,RAGHUTOB,Small Cap
BWL Limited,INE1LKO01015,,BWLLTD,Small Cap
Vivid Global Industries Limited,INE737C01023,,VIVIDIND,Small Cap
Amalgamated Electricity Co. Ltd.,INE492N01022,,AMALGAM,Small Cap
Rapid Investments Ltd.,INE154M01012,,RAPIDIN,Small Cap
Ras Resorts & Apart Hotels Ltd.,INE651D01016,,RASRESOR,Small Cap
EPUJA SPIRITECH LIMITED,INE807D01030,,EPUJA,Small Cap
Pressure Sensitive Systems (India),INE891E01024,,PRESSURS,Small Cap
FAMILY CARE HOSPITALS LIMITED,INE146N01016,,FAMILYCARE,Small Cap
Advance Petrochemicals Ltd.,INE334N01018,,ADVPETR-B,Small Cap
Prism Finance Ltd.,INE429Q01019,,PRISMFN,Small Cap
JET SOLAR LIMITED,INE155R01018,,JETSOLAR,Small Cap
Zenith Health Care Ltd.,INE812B01026,,ZENITHHE,Small Cap
Paramount Cosmetics (India) Ltd,INE143I01013,,PARMCOS-B,Small Cap
Benara Bearings and Pistons Limited,INE495Z01011,,BENARA,Small Cap
PDP Shipping & Projects Limited,INE0ABU01016,,PSPL,Small Cap
Pratibha Industries Ltd.,INE308H01022,,PRATIBHA,Small Cap
Palm Jewels Limited,INE838Z01012,,PALMJEWELS,Small Cap
S. M. Gold Limited,INE00Q901014,,SMGOLD,Small Cap
JHS SVENDGAARD RETAIL VENTURES LIMITED,INE03DD01011,RETAIL,RETAIL,Small Cap
CROISSANCE LIMITED,INE587J01027,,CROISSANCE,Small Cap
Ventura Textiles Ltd.,INE810C01044,,VENTURA,Small Cap
Thakral Services (India) Limited,INE190F01028,,THAKRAL,Small Cap
South Asian Enteprises Ltd.,INE118B01010,,SAENTER,Small Cap
Ind-Agiv Commerce Ltd.,INE115E01010,,INDAGIV,Small Cap
Gujarat Lease Financing Limited,INE540A01017,GLFL,GLFL,Small Cap
Inter State Oil Carrier Ltd,INE003B01014,,INTSTOIL,Small Cap
Gujarat Hy-Spin Limited,INE578V01013,,GUJHYSPIN,Small Cap
BHARAT BHUSHAN FINANCE & COMMODITY BROKERS LIMITED,INE900A01013,,BHARAT,Small Cap
Heads UP Ventures Limited,INE759V01019,HEADSUP,HEADSUP,Small Cap
Radha Madhav Corporation Ltd.,INE172H01014,,RMCL,Small Cap
STARSOURCE MULTITRADE LIMITED,INE320M01019,,STARSOURCE,Small Cap
INDONG TEA COMPANY LIMITED,INE0KN201016,,INDONG,Small Cap
L.K.MEHTA POLYMERS LIMITED,INE0FFF01017,,LKMEHTA,Small Cap
JMD Ventures Limited,INE047E01031,,JMDVL,Small Cap
Square Four Projects India Limited,INE716K01020,,SFPIL,Small Cap
Advance Lifestyles Ltd.,INE900E01015,,ADVLIFE,Small Cap
COSYN Limited,INE029B01019,,COSYN,Small Cap
Desh Rakshak Aushdhalaya Ltd.,INE971E01016,,DESHRAK,Small Cap
Vas Infrastructure  Ltd.,INE192C01013,,VASINFRA,Small Cap
Shiva Granito Export Limited,INE191V01015,,SHIVAEXPO,Small Cap
Bazel International Limited,INE217E01014,,BAZELINTER,Small Cap
Shree Securities Ltd.,INE397C01026,,SHREESEC,Small Cap
EP BIOCOMPOSITES LIMITED,INE0D2I01014,,EPBIO,Small Cap
Cubical Financial Services Ltd.,INE717D01023,,CUBIFIN,Small Cap
RITA FINANCE AND LEASING LIMITED,INE018S01016,,RFLL,Small Cap
Visagar Polytex Ltd,INE370E01029,VIVIDHA,VIVIDHA,Small Cap
Iykot Hitech Toolroom Ltd,INE079L01013,,IYKOTHITE,Small Cap
Uniroyal Industries Ltd,INE980D01019,,UNIROYAL,Small Cap
Adishakti Loha and Ispat Limited,INE0CWK01019,,ADISHAKTI,Small Cap
SRM Energy Limited,INE173J01018,,SRMENERGY,Small Cap
Bothra Metals & Alloys Limited,INE583M01012,,BMAL,Small Cap
S.I.Capital And Financial Services,INE417F01017,,SICAPIT,Small Cap
Sangam Health Care Products Ltd.,INE431E01011,,SANHP,Small Cap
VASHISHTHA LUXURY FASHION LIMITED,INE0WRP01016,,VASHISHTHA,Small Cap
Jaipan Industries Ltd,INE058D01030,,JAIPAN,Small Cap
Trans-Freight Containers Ltd.,INE360D01014,,TRANSFRE,Small Cap
Cian Healthcare Limited,INE05BN01027,,CHCL,Small Cap
Tai Industries Ltd.,INE358D01018,,TAIIND,Small Cap
BLT Logistics Limited,INE0W4K01013,,BLT,Small Cap
OM METALLOGIC LIMITED,INE0R8Q01018,,OML,Small Cap
Cityman Limited,INE117C01010,,CITYMAN,Small Cap
AIK Pipes and Polymers Limited,INE0QFT01015,,AIKPIPES,Small Cap
Frontline Corporation Limited,INE092D01013,,FRONTCORP,Small Cap
Willard India Ltd.,INE481D01018,,WILLARD,Small Cap
DJS Stock & Shares Ltd.,INE234E01027,,DJSSS,Small Cap
Impex Ferro tech Ltd.,INE691G01015,IMPEXFERRO,IMPEXFERRO,Small Cap
Kandagiri Spinning Mills Ltd.,INE292D01019,,KANDAGIRI,Small Cap
SIMPLEX MILLS COMPANY LIMITED,INE457H01027,,SIMPLXMIL,Small Cap
Technopack Polymers Limited,INE0MXP01015,,TECHNOPACK,Small Cap
Decillion Finance Ltd.,INE848N01017,,DFL,Small Cap
Adhbhut Infrastructure Ltd.,INE578L01014,,ADHBHUTIN,Small Cap
Zenlabs Ethica Limited,INE546F01013,,ZENLABS,Small Cap
Kunststoffe Industries Ltd.,INE638D01021,,KUNSTOFF,Small Cap
Prism Medico and Pharmacy Ltd.,INE730E01016,,PRISMMEDI,Small Cap
Global Longlife Hospital and Research Limited,INE0J2K01014,,GLHRL,Small Cap
ANS Limited,INE234J01018,,ANSINDUS,Small Cap
KISAAN PARIVAR INDUSTRIES LIMITED,INE102C01020,,KISAAN,Small Cap
Shyam Telecom Ltd.,INE635A01023,SHYAMTEL,SHYAMTEL,Small Cap
Integrated Capital Services Ltd,INE682B01023,,ICSL,Small Cap
Hit Kit Global Solutions Ltd,INE309B01023,,HITKITGLO,Small Cap
DISHA RESOURCES LIMITED,INE193D01019,,DRL,Small Cap
IND Renewable Energy Ltd,INE138O01029,,INDRENEW,Small Cap
Vivaa Tradecom Limited,INE0PA601017,,VIVAA,Small Cap
Sree chem Resins Ltd,INE377C01010,,SRECR,Small Cap
RAUNAQ INTERNATIONAL LIMITED,INE523K01012,,RAUNAQ,Small Cap
NIVAKA FASHIONS LIMITED,INE139E01028,,NIVAKA,Small Cap
Brisk Technovision Limited,INE0Q6L01014,,BRISK,Small Cap
KALLAM TEXTILES LTD,INE629F01025,,KALLAM,Small Cap
Kkalpana Plastick Limited,INE465K01016,,KKPLASTICK,Small Cap
V R FILMS & STUDIOS LIMITED,INE06LG01010,,VRFILMS,Small Cap
Blue Chip India Ltd,INE657B01025,BLUECHIP,BLUECHIP,Small Cap
Astron Multigrain Limited,INE0RUY01012,,ASTRONMULT,Small Cap
Golechha Global Finance Ltd.,INE427D01011,,GOLECHA,Small Cap
Eastern Treads Ltd.,INE500D01015,,EASTRED,Small Cap
Continental Chemicals Ltd.,INE423K01015,,CONTCHM,Small Cap
Comfort Commotrade Limited,INE456N01019,,COMCL,Small Cap
Mehta Integrated Finance Ltd.,INE240B01012,,MEHIF,Small Cap
Daulat Securities Ltd.,INE108C01019,,DAULAT,Small Cap
HB Leasing & Finance Co. Ltd.,INE549B01016,,HBLEAS,Small Cap
MFL India Ltd,INE244C01020,,MFLINDIA,Small Cap
SHIVAMSHREE BUSINESSES LIMITED,INE857P01021,,SBL,Small Cap
Kachchh Minerals Ltd.,INE059E01010,,KACHCHH,Small Cap
Gujarat Investa Ltd.,INE373D01017,,GUJINV,Small Cap
VARYAA CREATIONS LIMITED,INE0R6801013,,VARYAA,Small Cap
AUDROC Limited,INE061B01038,,AUDROC,Small Cap
Chemiesynth (Vapi) Limited,INE829R01018,,CHEMIESYNT,Small Cap
VIKAS PROPPANT & GRANITE LTD.,INE767B01022,,VIKASPROP,Small Cap
Tacent Projects Limited,INE149D01011,,TACENT,Small Cap
Kinetic Trust Ltd.,INE674M01019,,KINETRU,Small Cap
Sarvottam Finvest Limited,INE822Q01015,,SARVOTTAM,Small Cap
Lypsa Gems & Jewellery Limited,INE142K01011,LYPSAGEMS,LYPSAGEMS,Small Cap
Svarnim Trade Udyog Limited,INE730R01042,,SNIM,Small Cap
VISHVPRABHA VENTURES LIMITED,INE762D01011,,VISVEN,Small Cap
Shree Manufacturing Co. Ltd.,INE632A01012,,SHRMFGC,Small Cap
AMS POLYMERS LIMITED,INE345U01019,,AMS,Small Cap
Vani Commercials Limited,INE661Q01017,,VANICOM,Small Cap
NEOPOLITAN PIZZA AND FOODS LIMITED,INE471R01019,,NPFL,Small Cap
Yash Management & Satellite Ltd.,INE216B01012,,YASHMGM,Small Cap
Tokyo Finance Ltd.,INE546D01018,,TOKYOFIN,Small Cap
Munoth Financial Services Ltd.,INE348D01019,,MUNOTHFI,Small Cap
Perfect-Octave Media Projects Ltd,INE814L01013,,OCTAVE,Small Cap
TIAAN CONSUMER LIMITED,INE864T01011,,TIAANC,Small Cap
Golden Legand Leasing & Finance Ltd,INE088E01019,,GOLDLEG,Small Cap
RADAAN MEDIAWORKS (I) LIMITED,INE874F01027,RADAAN,RADAAN,Small Cap
BKV Industries Ltd.,INE356C01022,,BKV,Small Cap
Maitri Enterprises Limited,INE501L01024,,MAITRI,Small Cap
Suncare Traders Limited,INE452S01025,,SCTL,Small Cap
KBS INDIA LIMITED,INE883D01023,,KBSINDIA,Small Cap
Shirpur Gold Refinery Ltd.,INE196B01016,,SHIRPUR-G,Small Cap
Franklin Leasing and Finance Limited,INE399S01010,,FRANKLIN,Small Cap
Sterling Powergensys Limited,INE067E01013,,STERPOW,Small Cap
Minolta Finance Ltd.,INE514C01026,,MINOLTAF,Small Cap
GLAAM UP JWEL LIMITED,INE03CM01014,,GLAAMUP,Small Cap
NPR Finance Ltd.,INE446D01011,,NPRFIN,Small Cap
Tuni Textile Mills Ltd.,INE560D01027,,TUNITEX,Small Cap
United Credit ltd.,INE858C01027,,UNITDCR,Small Cap
UR SUGAR INDUSTRIES LIMITED,INE904R01027,,URSUGAR,Small Cap
Zodiac Ventures Limited,INE945J01027,,ZODIACVEN,Small Cap
S & T Corporation Limited,INE110Q01023,,STCORP,Small Cap
Solid Stone Company Ltd.,INE584G01012,,SOLIDSTON,Small Cap
Moongipa Capital Finance Ltd.,INE153K01018,,MONGIPA,Small Cap
INFRONICS SYSTEMS LIMITED,INE463B01036,,INFRONICS,Small Cap
INNOKAIZ INDIA LIMITED,INE0LDI01022,,INNOKAIZ,Small Cap
STELLAR CAPITAL SERVICES LIMITED,INE325P01011,,STELLAR,Small Cap
Regal Entertainment & Consultants Ltd.,INE101E01010,,REGAL,Small Cap
Usha Martin Education & Solutions Limited,INE240C01028,UMESLTD,UMESLTD,Small Cap
Adinath Textiles Ltd.,INE207C01019,,ADINATH,Small Cap
Eastern Gases Limited,INE846C01014,,EASTERNGAS,Small Cap
Alchemist Corporation Ltd,INE057D01016,,ALCHCORP,Small Cap
Vanta Bioscience Limited,INE695X01011,,VANTABIO,Small Cap
Ganon Products Limited,INE162L01017,,GANONPRO,Small Cap
Fruition Venture Limited,INE836C01015,,FRUTION,Small Cap
SRU Steels Limited,INE425C01017,,SRUSTEELS,Small Cap
Norris Medicines Ltd.,INE744C01029,,NORRIS,Small Cap
Uniinfo Telecom Services Ltd.,INE481Z01011,UNIINFO,,Small Cap
Tamilnadu Steel Tubes Ltd.,INE176E01012,,TNSTLTU,Small Cap
KCD INDUSTRIES INDIA LIMITED,INE185U01035,,KCDGROUP,Small Cap
Bil Energy Systems Limited,INE607L01029,,BILENERGY,Small Cap
PBA INFRASTRUCTURE LTD.,INE160H01019,,PBAINFRA,Small Cap
J.J. Finance Corporation Ltd.,INE584C01011,,JJFINCOR,Small Cap
Manipal Finance Corporation Ltd.,INE798E01013,,MNPLFIN,Small Cap
JMG Corporation Ltd,INE745F01011,,JMGCORP,Small Cap
Garware Marine Industries Ltd.,INE925D01014,,GARWAMAR,Small Cap
Beryl Securities Ltd,INE508J01015,,BERYLSE,Small Cap
Parmax Pharma Limited,INE240T01014,,PARMAX,Small Cap
Garbi Finvest Limited,INE721C01019,,GARBIFIN,Small Cap
R.J. Shah & Co. Ltd.,INE712Z01019,,RJSHAH,Small Cap
Raj Packaging Industries Ltd.,INE639C01013,,RAJPACK,Small Cap
Karnavati Finance Limited,INE554R01020,,KARNAVATI,Small Cap
Kalyani Commercials Ltd.,INE610E01010,KALYANI,,Small Cap
ADHATA GLOBAL LIMITED,INE586D01014,,ADHHATA,Small Cap
Muller & Phipps (India) Ltd.,INE003F01015,,MULLER,Small Cap
Triumph International Finance India,INE382B01012,,TRIUMPIN,Small Cap
Pan Electronics India Ltd.,INE648E01010,,PANELEC,Small Cap
Kiran Print-Pack Ltd.,INE516D01011,,KIRANPR,Small Cap
Econo Trade (India) Limited,INE937K01014,,ETIL,Small Cap
Samyak International Limited,INE607G01011,,SAMYAKINT,Small Cap
Prag Bosimi Synthetics Ltd.,INE962B01011,,PRAGBOS,Small Cap
SHARANAM INFRAPROJECT AND TRADING LIMITED,INE104S01022,,SIPTL,Small Cap
CONTAINE TECHNOLOGIES LIMITED,INE0M8901010,,CONTAINE,Small Cap
Dhillon Freight Carrier Limited,INE0SPJ01011,,DHILLON,Small Cap
Mish Designs Limited,INE0QI101019,,MISHDESIGN,Small Cap
Creative Eye Ltd.,INE230B01021,CREATIVEYE,CREATIVEYE,Small Cap
HCKK Ventures Limited,INE345Q01017,,HCKKVENTURE,Small Cap
Niraj Ispat Industries Ltd.,INE326T01011,NIRAJISPAT,,Small Cap
Velox Shipping and Logistics Limited,INE092P01017,,VELOX,Small Cap
Anuroop Packaging Limited,INE490Z01012,,ANUROOP,Small Cap
G. K. P. Printing & Packaging Limited,INE05QJ01015,,GKP,Small Cap
Sri Nachammai Cotton Mills Ltd.,INE443E01016,,SRINACHA,Small Cap
Associated Coaters Limited,INE0RIQ01013,,ASSOCIATED,Small Cap
Seasons Textiles Ltd,INE707B01010,,SEASONST,Small Cap
White Organic Agro Limited,INE146C01019,,WHITEORG,Small Cap
Alps Industries Ltd.,INE093B01015,,ALPSINDUS,Small Cap
SRG FINGROW FINANCE LIMITED,INE326P01019,,SRGFFL,Small Cap
Gautam Gems Limited,INE063Z01017,,GGL,Small Cap
Jackson Investments Limited,INE508N01025,,JACKSON,Small Cap
B.C. Power Controls Limited,INE905P01028,,BCP,Small Cap
Winsome Yarns Ltd.,INE784B01035,WINSOME,WINSOME,Small Cap
Arrowhead Seperation Engineering Limited,INE0PP401015,,ARROWHEAD,Small Cap
Rama Paper Mills Limited,INE425E01013,,RAMAPPR-B,Small Cap
Quasar India Limited,INE855P01041,,QUASAR,Small Cap
AVI PRODUCTS INDIA LIMITED,INE316O01021,,APIL,Small Cap
Antarctica Ltd.,INE414B01021,ANTGRAPHIC,,Small Cap
G.k.Consultants Ltd.,INE131D01019,,GKCONS,Small Cap
TIJARIA POLYPIPES LIMITED,INE440L01017,TIJARIA,TIJARIA,Small Cap
Sovereign Diamonds Ltd,INE959D01013,,SOVERDIA,Small Cap
United Interactive Limited,INE706D01018,,UNITEDINT,Small Cap
Octavius Plantations Limited,INE117S01016,,OCTAVIUSPL,Small Cap
S.V. Trading & Agencies Ltd.,INE404N01019,,ZSVTRADI,Small Cap
Colinz Laboratories ltd.,INE923C01011,,COLINZ,Small Cap
Eurotex Industries & Exports Ltd.,INE022C01012,EUROTEXIND,EUROTEXIND,Small Cap
Unipro Technologies Limited,INE448F01012,,UPROTECH,Small Cap
Scintilla Commercial & Credit  Limited,INE892C01018,,SCC,Small Cap
GROARC INDUSTRIES INDIA LIMITED,INE042B01012,,GROARC,Small Cap
Coastal Roadways Ltd.,INE229E01019,,COARO,Small Cap
Emmessar Biotech & Nutrition Ltd.,INE634B01016,,EMMESSA,Small Cap
Frontier Capital Limited,INE977E01013,,FRONTCAP,Small Cap
ZINEMA MEDIA AND ENTERTAINMENT LIMITED,INE641Q01019,,ZINEMA,Small Cap
GCM Securities Limited,INE168O01026,,GCMSECU,Small Cap
ACI Infocom Ltd.,INE167B01025,,ACIIN,Small Cap
Mitshi India Limited,INE844D01017,,MITSHI,Small Cap
Neil Industries Ltd.,INE396C01010,,NEIL,Small Cap
Sun Granite Export Limited,INE032M01010,,SUNGRAN,Small Cap
Mihika Industries Ltd.,INE779Q01017,,MIHIKA,Small Cap
Typhoon Financial Services Limited,INE761R01013,,TFSL,Small Cap
Asia Pack Ltd.,INE784M01016,,ASIAPAK,Small Cap
Natraj Proteins Ltd.,INE444D01016,,NATRAJPR,Small Cap
Prabhu Steel Industries Ltd.,INE821R01015,,ZPRBHSTE,Small Cap
REETECH INTERNATIONAL LIMITED,INE0MKO01015,,REETECH,Small Cap
Globale Tessile Limited,INE0URU01010,GLOBALE,GLOBALE,Small Cap
Magnanimous Trade & Finance Ltd.,INE664N01018,,MAGANTR,Small Cap
Surya India Limited,INE446E01019,,SURYAINDIA,Small Cap
Goenka Business & Finance Limited,INE997C01015,,GBFL,Small Cap
Shree Krishna Infrastructure Limited,INE951Z01013,,SKIFL,Small Cap
Ladam Affortable Housing Limited,INE213U01019,,LAHL,Small Cap
Khandelwal Extraction Ltd.,INE687W01010,,ZKHANDEN,Small Cap
Shree Karthik Papers Ltd.,INE538D01015,,SHKARTP,Small Cap
TRUSTWAVE SECURITIES LIMITED,INE668Y01016,,TRUSTWAVE,Small Cap
Sibar Auto Parts Ltd.,INE441C01014,,SIBARAUT,Small Cap
Suryo Foods & Industries Ltd.,INE565E01016,,SURFI,Small Cap
Rander Corporation Ltd.,INE821D01031,,RANDER,Small Cap
Gitanjali Gems Ltd.,INE346H01014,,GITANJALI,Small Cap
Indo-City Infotech Ltd.,INE456B01014,,INDOCITY,Small Cap
Univa Foods Limited,INE275F01019,UNIVAFOODS,UNIVAFOODS,Small Cap
Asian Warehousing Limited,INE04Z101016,,ASIAN,Small Cap
Sanghvi Brands Limited,INE204Y01010,,SBRANDS,Small Cap
Rajdarshan Industries Ltd.,INE610C01014,ARENTERP,ARENTERP,Small Cap
CHOTHANI FOODS LIMITED,INE344X01016,,CHOTHANI,Small Cap
Western Overseas Study Abroad Limited,INE1MF401019,,WOSAL,Small Cap
Krishna Capital And Securities Limited,INE897B01019,,KRISHNACAP,Small Cap
Link Pharma Chem Ltd.,INE302F01011,,LINKPH,Small Cap
Globe Commercials Limited,INE804Q01013,,GLCL,Small Cap
Ontic Finserve Limited,INE989S01042,,ONTIC,Small Cap
ORTIN GLOBAL LIMITED,INE749B01020,ORTINGLOBE,ORTINGLOBE,Small Cap
Kahan Packaging Limited,INE04T901017,,KAHAN,Small Cap
DATIWARE MARITIME INFRA LIMITED,INE673U01014,,DATIWARE,Small Cap
Educomp Solutions Ltd,INE216H01027,EDUCOMP,EDUCOMP,Small Cap
United Leasing & Industries Ltd,INE357P01014,,UNTTEMI,Small Cap
Computer Point Ltd.,INE607B01012,,COMPUPN,Small Cap
P.M. Telelinnks Limited,INE092C01015,,PMTELELIN,Small Cap
Resourceful Automobile Limited,INE0SK201011,,RAL,Small Cap
Gyan Developers & Builders Ltd.,INE487G01018,,GYANDEV,Small Cap
Shivagrico Implements Ltd.,INE092H01014,,SHIVAGR,Small Cap
Sumeru Industries Ltd.,INE764B01029,,SUMERUIND,Small Cap
FGP Ltd,INE512A01016,,FGP,Small Cap
India Lease Devl. Ltd.,INE333C01013,,INDLEASE,Small Cap
HARIYANA VENTURES LIMITED,INE219D01012,,HVL,Small Cap
Ushakiran Finance Ltd.,INE697C01011,,USHAKIRA,Small Cap
Bindal Exports Limited,INE564V01013,,BINDALEXPO,Small Cap
Svaraj Trading & Agencies Ltd.,INE406N01014,,ZSVARAJT,Small Cap
NEW LIGHT INDUSTRIES LIMITED,INE835U01027,,NEWLIGHT,Small Cap
Citiport Financial Services Ltd.,INE494D01011,,CITIPOR,Small Cap
ASIA CAPITAL LIMITED,INE131Q01011,,ASIACAP,Small Cap
SDC TECHMEDIA LIMITED,INE807O01011,,SDC,Small Cap
SHANGAR DECOR LIMITED,INE118R01032,,SHANGAR,Small Cap
VEDANT ASSET LIMITED,INE0NC801013,,VEDANTASSET,Small Cap
Getalong Enterprise Limited,INE0H1201020,,GETALONG,Small Cap
Anna Infrastructures Ltd,INE336D01014,,ANNAINFRA,Small Cap
Tasty Dairy Specialities Limited,INE773Y01014,,TDSL,Small Cap
Gemstone Investments Ltd.,INE503D01027,,GEMSI,Small Cap
BKM INDUSTRIES LIMITED,INE831Q01016,,BKMINDST,Small Cap
GOBLIN INDIA LIMITED,INE492Z01018,,GOBLIN,Small Cap
Tarai Foods Ltd.,INE906C01016,,TARAI,Small Cap
Indergiri Finance ltd.,INE628F01019,,INDERGR,Small Cap
Jay Kailash Namkeen Limited,INE0MSS01019,,JAYKAILASH,Small Cap
Polycon International Ltd.,INE262C01014,,POLYCON,Small Cap
CEMANTIC INFRA-TECH LIMITED,INE222B01028,,CEMAINFRA,Small Cap
Eon Electric Ltd,INE076H01025,,EON,Small Cap
i Power Solutions India Ltd.,INE468F01010,,IPOWER,Small Cap
Citichem India Limited,INE0A8401016,,CITICHEM,Small Cap
Janus Corporation Limited,INE04OV01018,,JANUSCORP,Small Cap
Sabrimala Industries India Limited,INE400R01018,,SIIL,Small Cap
Tirth Plastic Ltd.,INE008N01018,,TIRTPLS,Small Cap
Garware Synthetics Ltd.,INE340D01016,,GARWSYN,Small Cap
Sab Events & Governance Now Media Limited,INE860T01019,SABEVENTS,SABEVENTS,Small Cap
Kizi Apparels Limited,INE0RMR01013,,KIZI,Small Cap
Sungold Media and Entertainment Limited,INE266S01011,,SMEL,Small Cap
Yogi Sung-won (India) Ltd.,INE429B01011,,YOGISUNG,Small Cap
Humming Bird Education Limited,INE02PC01027,,HBEL,Small Cap
Shamrock Industrial Co. Ltd.,INE022F01015,,SHAMROIN,Small Cap
First Custodian Fund (India) Ltd.,INE609B01018,,1STCUS,Small Cap
Svam Software Ltd,INE119B01018,,SVAMSOF,Small Cap
Dalal Street Investments Ltd.,INE422D01012,,DSINVEST,Small Cap
Compuage Infocom Ltd,INE070C01037,COMPINFO,COMPINFO,Small Cap
Jauss Polymers Ltd,INE593O01017,,JAUSPOL,Small Cap
Tarini International Limited,INE849M01017,,TARINI,Small Cap
Sterling International Enterprises Limited,INE696C01021,,STEERINTER,Small Cap
Brandbucket Media & Technology Limited,INE0ILD01014,,BRANDBUCKT,Small Cap
ACE ENGITECH LIMITED,INE035401020,,ACEENGITEC,Small Cap
MT EDUCARE LIMITED,INE472M01018,MTEDUCARE,MTEDUCARE,Small Cap
SOUTHERN INFOCONSULTANTS LIMITED,INE298B01010,,SOUTHERNIN,Small Cap
DHYAANI TRADEVENTTURES LIMITED,INE0K5F01014,,DHYAANITR,Small Cap
Shri Rajivlochan Oil Extraction Ltd,INE418K01015,,SHRAJOI,Small Cap
Vijay Textiles Ltd.,INE256G01033,,VIJAYTX,Small Cap
UFM Industries Ltd,INE832E01010,,UFMINDL,Small Cap
Interworld Digital Ltd.,INE177D01020,,INTERDIGI,Small Cap
Billwin Industries Limited,INE0CRS01012,,BILLWIN,Small Cap
Kumbhat Financial Services Ltd.,INE795E01019,,KUMPFIN,Small Cap
Lords Ishwar Hotels Limited,INE689J01013,,LORDSHOTL,Small Cap
Pyxis Finvest Limited,INE883L01018,,PYXISFIN,Small Cap
J.K.Pharmachem Ltd.,INE335C01018,,JKPHARMA,Small Cap
Gallops Enterprise  Limited,INE755J01012,,GALLOPENT,Small Cap
Sarthak Global Ltd.,INE075H01019,,SARTHAKGL,Small Cap
Swasth Foodtech India Limited,INE0TIR01017,,SWASTH,Small Cap
LADDU GOPAL ONLINE SERVICES LIMITED,INE546I01025,,LADDU,Small Cap
Rajasthan Cylinders & Containers Limited,INE929D01016,,RCCL,Small Cap
Marmagoa Steels Ltd.,INE698E01023,,MRMGAST,Small Cap
Leel Electricals Limited,INE245C01019,,LEEL,Small Cap
Pioneer Agro Extracts ltd.,INE062E01014,,PIONAGR,Small Cap
Mid East Portfolio Management Ltd.,INE033E01015,,MIDEASTP,Small Cap
Samtex Fashions Ltd.,INE931D01020,,SAMTEX,Small Cap
Diggi Multitrade Limited,INE158R01012,,DML,Small Cap
Aanchal Ispat Limited,INE322R01022,,AANCHALISP,Small Cap
Kenrik Industries Limited,INE0AOG01018,,KENRIK,Small Cap
Beryl Drugs Ltd.,INE415H01017,,BERLDRG,Small Cap
